transaction_date,transaction_barcode,warehouse_name,item_number,description,description2,combined_description,item_unit_price
2025-08-02,21133400701322508021205,BAYONNE,2475,PEACHES,1.81 KG / 4 LB,PEACHES 1.81 KG / 4 LB,6.69
2025-08-02,21133400701322508021205,BAYONNE,362996,TERRA DLYSSA,ORGANIC OLIVE OIL    P336,TERRA DLYSSA ORGANIC OLIVE OIL    P336,16.69
2025-08-02,21133400701322508021205,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,12.99
2025-08-02,21133400701322508021205,BAYONNE,983491,CRUNCHY BUTR,CRNCHY T120H5 P600,CRUNCHY BUTR CRNCHY T120H5 P600,14.99
2025-08-02,21133400701322508021205,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-08-02,21133400701322508021205,BAYONNE,1183861,SKINNY CHEDD,P102 SL110,SKINNY CHEDD P102 SL110,6.49
2025-08-02,21133400701322508021205,BAYONNE,6659,4LB HONYCRSP,,,12.99
2025-08-02,21133400701322508021205,BAYONNE,1146505,HEARTY ROLL,WHTE BUN 12CT / 30 OZ,HEARTY ROLL WHTE BUN 12CT / 30 OZ,4.59
2025-08-02,21133400701322508021205,BAYONNE,669511,CHX GRILLERS,PORK FREE  T6H6 SL16,CHX GRILLERS PORK FREE  T6H6 SL16,10.99
2025-08-02,21133400701322508021205,BAYONNE,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,30.89
2025-08-02,21133400701322508021205,BAYONNE,357732,/1773119,,,0.0
2025-08-02,21133400701322508021205,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-08-02,21133400701322508021205,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2025-08-02,21133400701322508021205,BAYONNE,1842988,ORG FR EGGS,CONTENTED HEN GRADEA P360,ORG FR EGGS CONTENTED HEN GRADEA P360,7.49
2025-08-02,21133400701322508021205,BAYONNE,35586,LOBSTER TAIL,TAILS PREVIOUSLY FROZEN,LOBSTER TAIL TAILS PREVIOUSLY FROZEN,26.99
2025-08-02,21133400701322508021205,BAYONNE,910270,ORG GRE BEAN,,,6.99
2025-08-02,21133400701322508021205,BAYONNE,1920239,FVR TREE VTY,VTY PK 15/8.45 FL OZ,FVR TREE VTY VTY PK 15/8.45 FL OZ,18.99
2025-08-02,21133400701322508021205,BAYONNE,19927,CAESAR SALAD,CROUTONS LEMONS,CAESAR SALAD CROUTONS LEMONS,4.49
2023-07-03,21133400802672307031432,BAYONNE,306221,TOSTISCOOPS,P114 SL49,TOSTISCOOPS P114 SL49,5.99
2023-07-03,21133400802672307031432,BAYONNE,305794,/ 306221,,,0.0
2023-07-03,21133400802672307031432,BAYONNE,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-07-03,21133400802672307031432,BAYONNE,1142830,ORG MEDITERR,,,8.49
2023-07-03,21133400802672307031432,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-07-03,21133400802672307031432,BAYONNE,1169942,GINGER BEER,12/9.3OZ          P156,GINGER BEER 12/9.3OZ          P156,15.99
2023-07-03,21133400802672307031432,BAYONNE,305546,/1169942,,,0.0
2023-07-03,21133400802672307031432,BAYONNE,19927,CAESAR SALAD,CROUTONS LEMONS,CAESAR SALAD CROUTONS LEMONS,4.49
2023-07-03,21133400802672307031432,BAYONNE,813734,POTATO ROLL,16 CT 30 OZ,POTATO ROLL 16 CT 30 OZ,6.89
2023-07-03,21133400802672307031432,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-07-03,21133400802672307031432,BAYONNE,669511,CHX GRILLERS,PORK FREE  T6H6 SL16,CHX GRILLERS PORK FREE  T6H6 SL16,10.99
2023-07-03,21133400802672307031432,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.89
2023-07-03,21133400802672307031432,BAYONNE,6652,VIDALIA ONIO,2.27 KG / 5 LBS,VIDALIA ONIO 2.27 KG / 5 LBS,5.49
2023-07-03,21133400802672307031432,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-07-03,21133400802672307031432,BAYONNE,1636598,**CHARMIN**,30/205 SHEET,**CHARMIN** 30/205 SHEET,26.49
2023-07-03,21133400802672307031432,BAYONNE,1342708,LA COLM VRTY,P168,LA COLM VRTY P168,18.49
2023-07-03,21133400802672307031432,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.49
2023-07-03,21133400802672307031432,BAYONNE,1231917,ROJO CORN,12/32 OZ   T8H7   SL45,ROJO CORN 12/32 OZ   T8H7   SL45,8.89
2023-07-03,21133400802672307031432,BAYONNE,305532,/1231917,,,0.0
2023-07-03,21133400802672307031432,BAYONNE,512599,**KS TOWEL**,P24 FQ/P20,**KS TOWEL** P24 FQ/P20,19.99
2023-07-03,21133400802672307031432,BAYONNE,96493,B/S ATL SALM,FILLET FARM RAISED,B/S ATL SALM FILLET FARM RAISED,10.99
2023-07-03,21133400802672307031432,BAYONNE,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-07-03,21133400802672307031432,BAYONNE,16594,SALMON BURGR,12/3LBS TRIDENT 6T8H P576,SALMON BURGR 12/3LBS TRIDENT 6T8H P576,18.99
2023-07-03,21133400802672307031432,BAYONNE,857880,POTATO ROLLS,ROLL 2/8PKS 30OZ TOTAL,POTATO ROLLS ROLL 2/8PKS 30OZ TOTAL,6.89
2023-07-03,21133400802672307031432,BAYONNE,519964,CHINET CUP,10 OZ / 150 CT  T34H3P102,CHINET CUP 10 OZ / 150 CT  T34H3P102,10.99
2023-07-03,21133400802672307031432,BAYONNE,568915,ORG CUCUMBER,,,5.99
2023-07-03,21133400802672307031432,BAYONNE,782294,POWER GREENS,454 G / 1.5 LBS,POWER GREENS 454 G / 1.5 LBS,6.99
2023-07-03,21133400802672307031432,BAYONNE,21046,TOMATO MEDLE,,,6.69
2023-05-02,21133400903832305021717,BAYONNE,1142830,ORG MEDITERR,,,8.49
2023-05-02,21133400903832305021717,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-05-02,21133400903832305021717,BAYONNE,1636598,**CHARMIN**,30/205 SHEET,**CHARMIN** 30/205 SHEET,26.49
2023-05-02,21133400903832305021717,BAYONNE,21046,TOMATO MEDLE,,,6.69
2023-05-02,21133400903832305021717,BAYONNE,301541,/21046,,,0.0
2023-05-02,21133400903832305021717,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.29
2023-05-02,21133400903832305021717,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2025-06-09,21133400104792506091706,BAYONNE,1843108,KS FRZ GAL,DOUBLE ZIPPER 28X3 P84,KS FRZ GAL DOUBLE ZIPPER 28X3 P84,13.99
2025-06-09,21133400104792506091706,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-06-09,21133400104792506091706,BAYONNE,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2025-06-09,21133400104792506091706,BAYONNE,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2025-06-09,21133400104792506091706,BAYONNE,992756,PARMESAN,P360  T10H3      SL105,PARMESAN P360  T10H3      SL105,9.59
2025-06-09,21133400104792506091706,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-06-09,21133400104792506091706,BAYONNE,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,7.99
2025-06-09,21133400104792506091706,BAYONNE,910270,ORG GRE BEAN,,,6.99
2025-06-09,21133400104792506091706,BAYONNE,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,12.89
2025-06-09,21133400104792506091706,BAYONNE,356354,/ 947880,,,0.0
2025-06-09,21133400104792506091706,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-06-09,21133400104792506091706,BAYONNE,142819,TUSCAN MELON,,,8.99
2025-06-09,21133400104792506091706,BAYONNE,1199652,BUTER CROISS,,,5.99
2025-06-09,21133400104792506091706,BAYONNE,6659,4LB HONYCRSP,,,11.99
2025-06-09,21133400104792506091706,BAYONNE,518161,BAR SPAGHETI,P=224   T28H8,BAR SPAGHETI P=224   T28H8,9.99
2025-06-09,21133400104792506091706,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-06-09,21133400104792506091706,BAYONNE,1897829,MEYERS SOAP,HAND SOAP SET P210,MEYERS SOAP HAND SOAP SET P210,17.99
2025-06-09,21133400104792506091706,BAYONNE,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,5.99
2025-11-01,21133400901802511011539,BAYONNE,1474436,KS TRAIL MIX,SL150 C10T6H4 P240,KS TRAIL MIX SL150 C10T6H4 P240,14.49
2025-11-01,21133400901802511011539,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2025-11-01,21133400901802511011539,BAYONNE,6659,4LB HONYCRSP,,,6.99
2025-11-01,21133400901802511011539,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-11-01,21133400901802511011539,BAYONNE,1363689,TURKEY BACON,COLUMBUS SL30 T6H5 P300,TURKEY BACON COLUMBUS SL30 T6H5 P300,14.99
2025-11-01,21133400901802511011539,BAYONNE,637598,KS CAGE FREE,SL21 T20H18 P360/P300,KS CAGE FREE SL21 T20H18 P360/P300,3.89
2025-11-01,21133400901802511011539,BAYONNE,1388332,COCONUT ROLL,11 OZ  P380      SL270,COCONUT ROLL 11 OZ  P380      SL270,8.79
2025-11-01,21133400901802511011539,BAYONNE,21046,TOMATO MEDLE,,,8.99
2025-11-01,21133400901802511011539,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2025-11-01,21133400901802511011539,BAYONNE,2251987,ORG HUMMUS,12/34 OZ   8T6H   SL50,ORG HUMMUS 12/34 OZ   8T6H   SL50,5.89
2025-11-01,21133400901802511011539,BAYONNE,20522,BUTTERNUT SQ,FRESH CUT 2 LBS,BUTTERNUT SQ FRESH CUT 2 LBS,6.99
2025-11-01,21133400901802511011539,BAYONNE,1172471,IRISH BUTTER,C15 T9H5 P675  SL90,IRISH BUTTER C15 T9H5 P675  SL90,16.99
2025-11-01,21133400901802511011539,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,6.49
2025-11-01,21133400901802511011539,BAYONNE,366136,/  720650,,,0.0
2025-11-01,21133400901802511011539,BAYONNE,1958861,JAL CHED BRD,WITH ROASTED PEPPERS,JAL CHED BRD WITH ROASTED PEPPERS,9.99
2025-11-01,21133400901802511011539,BAYONNE,910270,ORG GRE BEAN,,,7.49
2025-11-01,21133400901802511011539,BAYONNE,362996,TERRA DLYSSA,ORGANIC OLIVE OIL    P336,TERRA DLYSSA ORGANIC OLIVE OIL    P336,17.89
2025-11-01,21133400901802511011539,BAYONNE,1462040,KS ARG SHRMP,CA 608G US 908G 6X6 P576,KS ARG SHRMP CA 608G US 908G 6X6 P576,19.99
2025-11-01,21133400901802511011539,BAYONNE,1785461,LOBSTER RAV,2/13OZ CS14 T4H5 SL40,LOBSTER RAV 2/13OZ CS14 T4H5 SL40,13.99
2025-11-01,21133400901802511011539,BAYONNE,1859326,GRAZA EVOO,C12T10H4 P480  SL540,GRAZA EVOO C12T10H4 P480  SL540,12.99
2025-11-01,21133400901802511011539,BAYONNE,3732,CRMYDILLPCKL,2 PACK,CRMYDILLPCKL 2 PACK,7.99
2025-11-01,21133400901802511011539,BAYONNE,91610,FROSTED FLKS,KELLOGG'S  SL 365     P90,FROSTED FLKS KELLOGG'S  SL 365     P90,9.29
2023-01-06,21133400700452301061128,BAYONNE,897342,LACROIX VTY,LEMON GRAPEFRUIT P100,LACROIX VTY LEMON GRAPEFRUIT P100,8.99
2023-01-06,21133400700452301061128,BAYONNE,17387,"MSN FLOUR 8""",BBS SL 45 DAYS,"MSN FLOUR 8"" BBS SL 45 DAYS",4.99
2023-01-06,21133400700452301061128,BAYONNE,7859,SMOKD SALMON,FOPPEN SL28 T8H5,SMOKD SALMON FOPPEN SL28 T8H5,10.99
2023-01-06,21133400700452301061128,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2023-01-06,21133400700452301061128,BAYONNE,702669,BLACKBERRIES,340 G / 12 OZ,BLACKBERRIES 340 G / 12 OZ,3.29
2023-01-06,21133400700452301061128,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-01-06,21133400700452301061128,BAYONNE,1632656,POPCORNERS,P48 T12H4 SL75,POPCORNERS P48 T12H4 SL75,12.99
2023-01-06,21133400700452301061128,BAYONNE,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2023-01-06,21133400700452301061128,BAYONNE,841948,UTZHNYWHTPRZ,BRAIDED PRETZEL P115 SL98,UTZHNYWHTPRZ BRAIDED PRETZEL P115 SL98,9.49
2023-01-06,21133400700452301061128,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-01-06,21133400700452301061128,BAYONNE,1636598,**CHARMIN**,30/205 SHEET,**CHARMIN** 30/205 SHEET,26.49
2023-01-06,21133400700452301061128,BAYONNE,294196,/1636598,,,0.0
2023-01-06,21133400700452301061128,BAYONNE,1461056,BABY CUKE,,,6.99
2023-01-06,21133400700452301061128,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-01-06,21133400700452301061128,BAYONNE,1290439,KS NUTBUTTER,765G T10H6 P720,KS NUTBUTTER 765G T10H6 P720,6.99
2024-04-16,21133401002512404161421,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-04-16,21133401002512404161421,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-04-16,21133401002512404161421,BAYONNE,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.99
2024-04-16,21133401002512404161421,BAYONNE,1136340,3LB ORG GALA,,,4.49
2024-04-16,21133401002512404161421,BAYONNE,21046,TOMATO MEDLE,,,6.59
2024-04-16,21133401002512404161421,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-04-16,21133401002512404161421,BAYONNE,376052,KS CHOCALMND,T6H5  P360 SL292,KS CHOCALMND T6H5  P360 SL292,14.79
2024-04-16,21133401002512404161421,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.39
2024-04-16,21133401002512404161421,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2024-04-16,21133401002512404161421,BAYONNE,861784,SWT POTATOES,,,6.49
2023-10-10,21133400802962310101633,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,7.39
2023-10-10,21133400802962310101633,BAYONNE,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2023-10-10,21133400802962310101633,BAYONNE,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.49
2023-10-10,21133400802962310101633,BAYONNE,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2023-10-10,21133400802962310101633,BAYONNE,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2023-10-10,21133400802962310101633,BAYONNE,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.99
2023-10-10,21133400802962310101633,BAYONNE,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2023-10-10,21133400802962310101633,BAYONNE,8297,MEX STR CORN,2PK,MEX STR CORN 2PK,7.99
2023-10-10,21133400802962310101633,BAYONNE,87745,ROTISSERIE,USDA GRADE A,ROTISSERIE USDA GRADE A,4.99
2023-10-10,21133400802962310101633,BAYONNE,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2023-10-10,21133400802962310101633,BAYONNE,1461056,BABY CUKE,,,5.99
2023-10-10,21133400802962310101633,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-10-10,21133400802962310101633,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-10-10,21133400802962310101633,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-10-10,21133400802962310101633,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-10-10,21133400802962310101633,BAYONNE,21046,TOMATO MEDLE,,,6.59
2023-10-10,21133400802962310101633,BAYONNE,1529345,ALM TORTILLA,20CT T8H5 P720 SL45,ALM TORTILLA 20CT T8H5 P720 SL45,11.89
2023-10-10,21133400802962310101633,BAYONNE,312808,/1529345,,,0.0
2023-10-10,21133400802962310101633,BAYONNE,757263,CHEX MIX,T50H3  P150 SL149,CHEX MIX T50H3  P150 SL149,7.49
2023-10-10,21133400802962310101633,BAYONNE,45579,CANDY HEART,1.36 KG / 3 LB,CANDY HEART 1.36 KG / 3 LB,7.99
2023-10-10,21133400802962310101633,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.69
2023-10-10,21133400802962310101633,BAYONNE,1011378,CHICK PEAS,P240 .,CHICK PEAS P240 .,7.99
2025-06-28,21133400401612506281206,BAYONNE,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,4.89
2025-06-28,21133400401612506281206,BAYONNE,5001,WHITE PEACH,1.81 KG / 4 LB,WHITE PEACH 1.81 KG / 4 LB,11.99
2025-06-28,21133400401612506281206,BAYONNE,21046,TOMATO MEDLE,,,6.59
2025-06-28,21133400401612506281206,BAYONNE,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2025-06-28,21133400401612506281206,BAYONNE,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,7.99
2025-06-28,21133400401612506281206,BAYONNE,34289,PRIME TENDER,STEAK  USDA PRIME,PRIME TENDER STEAK  USDA PRIME,25.99
2025-06-28,21133400401612506281206,BAYONNE,1883227,LEGO SPEED,P304 FY25,LEGO SPEED P304 FY25,21.99
2025-06-28,21133400401612506281206,BAYONNE,3013,NECTARINE,1.81 KG / 4 LB,NECTARINE 1.81 KG / 4 LB,9.99
2025-06-28,21133400401612506281206,BAYONNE,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,7.49
2025-06-28,21133400401612506281206,BAYONNE,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-06-28,21133400401612506281206,BAYONNE,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2025-06-28,21133400401612506281206,BAYONNE,1462040,KS ARG SHRMP,CA 608G US 908G 6X6 P576,KS ARG SHRMP CA 608G US 908G 6X6 P576,21.49
2025-06-28,21133400401612506281206,BAYONNE,1634440,MIX BOUQUET,,,17.99
2025-06-28,21133400401612506281206,BAYONNE,1199652,BUTER CROISS,,,5.99
2025-06-28,21133400401612506281206,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,12.99
2025-06-28,21133400401612506281206,BAYONNE,1886106,ORALB FLOSS,6PK P540,ORALB FLOSS 6PK P540,14.99
2025-06-28,21133400401612506281206,BAYONNE,6659,4LB HONYCRSP,,,12.99
2025-06-28,21133400401612506281206,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-06-28,21133400401612506281206,BAYONNE,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2025-06-28,21133400401612506281206,BAYONNE,355301,/ 106173,,,0.0
2023-03-03,21133401000262303031027,BAYONNE,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,7.49
2023-03-03,21133401000262303031027,BAYONNE,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,3.99
2023-03-03,21133401000262303031027,BAYONNE,1268182,NY PASTRAMI,MEAL MART T7H10 SL60,NY PASTRAMI MEAL MART T7H10 SL60,12.99
2023-03-03,21133401000262303031027,BAYONNE,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-03-03,21133401000262303031027,BAYONNE,1636598,**CHARMIN**,30/205 SHEET,**CHARMIN** 30/205 SHEET,26.49
2023-03-03,21133401000262303031027,BAYONNE,26802,CRUMBLD FETA,LACTALIS T6H6 SL60,CRUMBLD FETA LACTALIS T6H6 SL60,7.99
2023-03-03,21133401000262303031027,BAYONNE,1461056,BABY CUKE,,,5.99
2023-03-03,21133401000262303031027,BAYONNE,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-03-03,21133401000262303031027,BAYONNE,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.29
2023-03-03,21133401000262303031027,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-03-03,21133401000262303031027,BAYONNE,784770,KS SPAN OLIV,SPANISH QUEEN OLIVES P360,KS SPAN OLIV SPANISH QUEEN OLIVES P360,11.49
2023-03-03,21133401000262303031027,BAYONNE,1285702,TOOTHPASTE,+ 3 ADDED BENEFITS   P300,TOOTHPASTE + 3 ADDED BENEFITS   P300,16.99
2023-03-03,21133401000262303031027,BAYONNE,25595,COCKTAIL TOM,907 G / 2 LB,COCKTAIL TOM 907 G / 2 LB,4.99
2023-03-03,21133401000262303031027,BAYONNE,1716298,KS ORG SALSA,6/2X35OZ   P300,KS ORG SALSA 6/2X35OZ   P300,8.99
2023-03-03,21133401000262303031027,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-03-03,21133401000262303031027,BAYONNE,720,REYNLDS FOIL,SQ FT T180H2       P360,REYNLDS FOIL SQ FT T180H2       P360,19.79
2025-09-02,21133400701222509021317,BAYONNE,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,20.99
2025-09-02,21133400701222509021317,BAYONNE,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2025-09-02,21133400701222509021317,BAYONNE,7552,WILD ALBACOR,SL360           P528,WILD ALBACOR SL360           P528,16.99
2025-09-02,21133400701222509021317,BAYONNE,21046,TOMATO MEDLE,,,7.99
2025-09-02,21133400701222509021317,BAYONNE,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,12.99
2025-09-02,21133400701222509021317,BAYONNE,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-09-02,21133400701222509021317,BAYONNE,131,ORG BRUSSELS,2 LBS,ORG BRUSSELS 2 LBS,5.99
2025-09-02,21133400701222509021317,BAYONNE,1830455,KS BAGUETTE,,,4.99
2025-09-02,21133400701222509021317,BAYONNE,121288,ORG BELLAS,,,5.99
2025-09-02,21133400701222509021317,BAYONNE,1806517,H+B BLUE,P175,H+B BLUE P175,12.99
2025-09-02,21133400701222509021317,BAYONNE,7950,4LB COSMIC,,,5.99
2025-09-02,21133400701222509021317,BAYONNE,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.49
2025-09-02,21133400701222509021317,BAYONNE,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2025-09-02,21133400701222509021317,BAYONNE,1669857,POTATOCHIPS,16OZ P138 T46 H3,POTATOCHIPS 16OZ P138 T46 H3,5.89
2025-09-02,21133400701222509021317,BAYONNE,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-09-02,21133400701222509021317,BAYONNE,28839,SOCKEYE,FILLET,SOCKEYE FILLET,13.99
2025-09-02,21133400701222509021317,BAYONNE,3013,NECTARINE,1.81 KG / 4 LB,NECTARINE 1.81 KG / 4 LB,9.99
2025-09-02,21133400701222509021317,BAYONNE,428409,GLD STR REN,SYSTEM USE ONLY,GLD STR REN SYSTEM USE ONLY,99.99
2025-09-02,21133400701222509021317,BAYONNE,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2025-09-02,21133400701222509021317,BAYONNE,1335089,BAGELS,,,7.99
2025-09-02,21133400701222509021317,BAYONNE,26802,CRUMBLD FETA,LACTALIS T6H6 SL60,CRUMBLD FETA LACTALIS T6H6 SL60,6.99
2025-09-02,21133400701222509021317,BAYONNE,359700,/  26802,,,0.0
2025-09-02,21133400701222509021317,BAYONNE,983491,CRUNCHY BUTR,CRNCHY T120H5 P600,CRUNCHY BUTR CRNCHY T120H5 P600,14.99
2025-09-02,21133400701222509021317,BAYONNE,1932335,ONION HUMMUS,26 OZ T9H5 C20 SL 65,ONION HUMMUS 26 OZ T9H5 C20 SL 65,6.29
2025-09-02,21133400701222509021317,BAYONNE,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,6.99
2025-05-02,21133412200132505021113,BAYONNE,44478,BEEF RIB EYE,BONELESS  USDA CHOICE,BEEF RIB EYE BONELESS  USDA CHOICE,15.99
2025-05-19,21133400202202505191324,BAYONNE,1011378,CHICK PEAS,P240 SL1095,CHICK PEAS P240 SL1095,7.99
2025-05-19,21133400202202505191324,BAYONNE,1199652,BUTER CROISS,,,5.99
2025-05-19,21133400202202505191324,BAYONNE,7812,YELLOW ONION,5 LBS,YELLOW ONION 5 LBS,3.99
2025-05-19,21133400202202505191324,BAYONNE,21046,TOMATO MEDLE,,,6.59
